12.2135 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
12.2156 	INFO 	Loaded monitor calibration from ['2025_07_24 15:50']
12.4376 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x15594ab60>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x15594abc0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x155932800>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.4377 	EXP 	window1: backgroundImage = ''
12.4377 	EXP 	window1: backgroundFit = 'none'
12.4470 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4478 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4485 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4495 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4505 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4509 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4517 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4527 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4529 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4532 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4539 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4546 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4553 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4560 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4566 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4574 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4581 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4585 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4589 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4599 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4603 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4606 	DEBUG 	Uploading Texture Font fontname to graphics card
12.4647 	DEBUG 	Upload of Texture Font fontname complete
12.4718 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4728 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4738 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4740 	DEBUG 	Uploading Texture Font fontname to graphics card
12.4767 	DEBUG 	Upload of Texture Font fontname complete
12.4787 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
12.4787 	EXP 	window1: recordFrameIntervals = False
